id,type,amount,categoryId,categoryName,paymentMethodId,paymentMethodName,description,memo,date,time
d134480f-5e6d-4076-ae40-658c24705ba7,expense,7579,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,스타벅스 마포역점,,2025-07-13,16:52
d5ca16ee-a5da-432f-a975-6061c7852279,expense,66712,afbb5893-0224-4dcc-a007-3b04dde917ba,기타,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,네일샵,,2025-07-13,19:44
f85e606f-7ac1-4070-96d8-dcbc5cbbbe35,expense,6032,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,회사 구내식당,,2025-07-13,21:41
68e5affc-839e-4971-921a-4216547d3453,expense,9014,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,노티드 도넛,,2025-07-14,07:50
180737f3-d416-44c7-8be1-8da234d3d423,expense,4735,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,CU,,2025-07-14,09:53
e01fe05f-2a3c-4dac-b371-d3f0004fda91,expense,7328,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,스타벅스 마포역점,,2025-07-14,10:14
bd070893-50aa-4008-ba8f-e8c38e3c2f3d,expense,6976,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,회사 구내식당,,2025-07-14,18:14
0b347a18-02af-40f3-b66c-8797849f2804,expense,9900,9f5da4c1-1b51-4ed7-ab70-88e9dbc333b1,문화/여가,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,밀리의서재,월정액,2025-07-15,00:00
c0abb924-278e-46b8-9153-2d58f2d5ee23,expense,33000,f71da7b7-a65b-4820-af51-f5d29eee14eb,주거/통신,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,KT 인터넷,자동이체,2025-07-15,08:00
5bb1e61b-7a4b-4a1d-90b4-09aefdd45fce,expense,41139,f71da7b7-a65b-4820-af51-f5d29eee14eb,주거/통신,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,전기요금,자동이체,2025-07-15,08:00
6305d95b-77b9-4406-bbc4-e8545e21d7e0,expense,20031,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,연남동 브런치카페,,2025-07-15,11:52
65bc7be2-b23a-4e07-9794-a0e97b8b0d77,expense,17451,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,타다,,2025-07-15,11:57
76c5fde7-6093-443d-874b-5fdc45554ca7,expense,16561,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,연남동 파스타,,2025-07-15,12:11
afab5ea7-44d5-4d98-b79a-055e066eed31,expense,6785,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,회사 구내식당,,2025-07-15,18:13
b6f0e4d0-e6c7-4d8b-a1da-7f678bb1ab67,expense,10709,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,6b4f4a1a-8819-433a-a574-51981df97e81,현금,설빙,,2025-07-15,22:00
5f3da754-4c0f-4fe0-9152-9cb090ea5994,expense,24182,b9ef049e-0af8-42ec-bfb4-99eeeefcf6c3,의료/건강,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,연세내과,,2025-07-16,11:38
2a12c753-3250-4461-ab23-23e2126e7e37,expense,9260,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,노티드 도넛,,2025-07-16,12:49
4d97167d-1eff-454b-aa1d-a96350759d22,expense,8707,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,마포 국밥집,,2025-07-16,16:07
403fe994-4417-4cdf-9b9c-9395ea97db8d,expense,3787,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,이디야커피,,2025-07-16,16:12
305dd8dc-37d6-4fab-b018-3ac91dd9b145,expense,49122,18ed1b95-c82c-4421-895a-097ce9e96806,쇼핑,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,무신사,,2025-07-16,17:40
fd00751c-9db7-4e4d-800f-05da356ea6bf,expense,44307,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,티머니 충전,,2025-07-16,18:58
8d797f09-a659-4597-be2f-0286503c5d98,expense,4753,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,세븐일레븐,,2025-07-17,10:16
b2652f64-acad-4616-b49c-2ff9112367d9,expense,25918,b9ef049e-0af8-42ec-bfb4-99eeeefcf6c3,의료/건강,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,연세내과,,2025-07-17,10:35
6685a0b5-aafa-460c-9591-2bedf393550e,expense,6826,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,스타벅스 마포역점,,2025-07-17,12:24
a2b9f172-4a7f-472f-9d50-637dd84c41b6,expense,6527,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,스타벅스 마포역점,,2025-07-17,19:15
a6967e00-c1ff-436d-ac63-7f9c52d83256,expense,1786,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,따릉이,,2025-07-17,20:36
3aee17a1-2661-46ad-9f26-d6544461b924,expense,8682,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,마포 국밥집,,2025-07-18,07:49
5b497b18-f5d0-47a1-bde2-55fcc271e06c,expense,4931,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,CU,,2025-07-18,11:35
fb5275f9-6879-4b49-b02e-61ab5061d276,expense,17347,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,연남동 파스타,,2025-07-18,17:37
a991eb81-8d35-4120-b845-61576c293046,expense,20423,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,요기요,,2025-07-19,18:15
eca4ead1-0bf6-4c6d-be97-de9bd6548b44,expense,6564,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,회사 구내식당,,2025-07-19,20:35
fb714f89-e2d5-4ffe-aa5d-c5a74045714d,expense,16890,9f5da4c1-1b51-4ed7-ab70-88e9dbc333b1,문화/여가,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,CGV 홍대입구,,2025-07-19,20:42
4e104081-62dd-449a-b07b-9a6310c0c10e,expense,63520,f71da7b7-a65b-4820-af51-f5d29eee14eb,주거/통신,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,SKT 통신비,자동이체,2025-07-20,08:00
05c5e1c4-de96-432b-935d-f3807515801e,expense,16801,f71da7b7-a65b-4820-af51-f5d29eee14eb,주거/통신,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,가스요금,자동이체,2025-07-20,08:00
dbbbb8ed-def0-44cc-ac5d-d54248081297,expense,11188,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,샐러디,,2025-07-20,08:47
a27bb4af-4b05-498f-b3a7-214920d860ce,expense,6729,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,회사 구내식당,,2025-07-20,08:55
9026d41a-6ee5-4bf1-a499-c5ce58a427af,expense,16512,9f5da4c1-1b51-4ed7-ab70-88e9dbc333b1,문화/여가,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,CGV 홍대입구,,2025-07-20,19:20
f87aaab7-500b-4021-a5ce-c0542df0c38b,expense,16219,18ed1b95-c82c-4421-895a-097ce9e96806,쇼핑,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,에이블리,,2025-07-20,20:42
64d947f6-5611-4be8-9a02-7fc3bc799644,expense,8468,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,마포 국밥집,,2025-07-21,08:10
d26dc8d5-69bc-47af-85bc-a55623689062,expense,49123,afbb5893-0224-4dcc-a007-3b04dde917ba,기타,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,네일샵,,2025-07-21,10:49
c6662d29-5f11-4ac9-a393-80b7716adcfe,expense,21840,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,쿠팡이츠,,2025-07-21,11:06
6d46711a-fd3b-456f-9b87-15453407263e,expense,6490,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,회사 구내식당,,2025-07-21,13:20
077f6bf9-1104-4197-9921-9f3cc67cbe1e,expense,42615,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,티머니 충전,,2025-07-21,19:40
7817e742-0d3e-4972-b83e-826c0f8f30b4,expense,8288,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,노티드 도넛,,2025-07-21,20:33
e5eeff69-f6f2-492d-b2ec-67b4d0d58307,expense,18864,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,6b4f4a1a-8819-433a-a574-51981df97e81,현금,타다,,2025-07-22,09:18
643be76c-489b-4d67-b08f-a7024f2d3ae8,expense,3084,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,CU,,2025-07-22,15:18
8c53b2a1-e990-4c99-8b32-16d73ecf4fbd,expense,8492,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,투썸플레이스,,2025-07-22,17:11
45ffbc8d-c6f0-45c1-b11d-595e4eca3a07,expense,18570,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,요기요,,2025-07-23,08:50
a4c40de9-d463-4381-a44e-f73d69bef143,expense,12858,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,샐러디,,2025-07-23,10:09
c3471657-f4ce-41ee-b18a-ad7ad095f9dc,expense,8640,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,노티드 도넛,,2025-07-23,10:40
31cc7001-c08c-4334-b7b6-b221c7ff173f,expense,36472,18ed1b95-c82c-4421-895a-097ce9e96806,쇼핑,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,올리브영,,2025-07-23,17:03
79d040eb-eaae-4e4e-b8e2-8ba5ab58fc5c,expense,21034,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,카카오택시,,2025-07-23,19:59
1cc877d0-6028-4dcc-ba00-2d02b6b30d9d,expense,3410,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,6b4f4a1a-8819-433a-a574-51981df97e81,현금,세븐일레븐,,2025-07-23,20:43
7a36b626-c946-4804-a780-ef9aa17da831,expense,7409,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,투썸플레이스,,2025-07-24,07:49
4c5627c7-aab7-4675-bfbb-8c4faa7dd7c6,expense,1932,38b21d8d-dbe7-4580-b112-fefb7e185552,교통,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,따릉이,,2025-07-24,09:12
53ce17eb-1379-4b60-8837-96bbbc8519e2,expense,9041,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,홍대 떡볶이,,2025-07-24,11:28
a43fc8df-29eb-41a4-a3e0-c2d50e77e474,expense,5912,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,스타벅스 마포역점,,2025-07-24,19:50
e94a3a2d-c8dd-4a1a-9cf4-09c20e454875,expense,82314,f71da7b7-a65b-4820-af51-f5d29eee14eb,주거/통신,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,관리비,자동이체,2025-07-25,08:00
0b0fba62-6597-4d27-a063-e04209ca6c78,income,3500000,f5b4825f-34f3-4455-a1a0-f0993ee353d6,급여,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,(주)테크마케팅 급여,7월 급여,2025-07-25,09:00
752e75a4-2e6f-4b94-b4ba-b1ab9abab4b2,expense,10927,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,샐러디,,2025-07-25,11:00
6c13e4e6-a040-4cec-a57b-e056ee03730c,expense,3784,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,GS25,,2025-07-25,15:22
2ea287ab-a5af-4f15-bc02-0acac42935c6,expense,17609,afbb5893-0224-4dcc-a007-3b04dde917ba,기타,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,세탁소,,2025-07-25,17:27
0f1355c0-fcfa-4ad9-8f01-98c760aca8aa,expense,18412,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,쿠팡이츠,,2025-07-25,20:18
197fe6f1-493d-438f-affa-ba344381073d,expense,27318,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,쿠팡이츠,,2025-07-25,20:57
dffa408a-5512-41cf-a466-a6d70de0562a,expense,13853,9f5da4c1-1b51-4ed7-ab70-88e9dbc333b1,문화/여가,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,CGV 홍대입구,,2025-07-26,13:05
36163d9a-4b4b-4ac8-aa36-92132d1676a6,expense,43527,18ed1b95-c82c-4421-895a-097ce9e96806,쇼핑,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,마켓컬리,,2025-07-26,14:54
7df588f9-da4b-40a4-b961-3b9b45ddd770,expense,34012,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,마포숯불갈비,,2025-07-26,14:57
66543803-f138-4b53-94d8-2dc16f3f47ad,expense,68003,afbb5893-0224-4dcc-a007-3b04dde917ba,기타,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,경조사비,,2025-07-26,20:24
282466be-ff83-4a72-99ec-f873c4946ac8,expense,19496,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,300a6463-c48e-4a04-a16e-fadd6e7caffd,계좌이체,연남동 브런치카페,,2025-07-26,20:43
ecd6086a-762c-4f62-86d0-6e75dbee7a83,expense,12925,9f5da4c1-1b51-4ed7-ab70-88e9dbc333b1,문화/여가,a6f02194-95d2-4627-9f75-aaaf5e4f2c04,삼성카드,찜질방,,2025-07-27,11:02
ec854bf7-a2ca-4cd4-86db-00fb5667d8c5,expense,22088,18ed1b95-c82c-4421-895a-097ce9e96806,쇼핑,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,오늘의집,,2025-07-27,11:44
7f5387a7-037a-4882-bfc5-9dca0fca08bd,expense,14987,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,9fa8fce6-1cc5-4354-9074-ff25b36259f2,신한카드,연남동 파스타,,2025-07-27,13:44
3b66accb-e932-4753-83ed-dcc0495b7a8b,expense,9144,8ce3d172-0879-4516-a603-2dc3b7aaf3ba,식비,ff1c0770-3386-4f80-aab3-3ee9107ceeef,카카오페이,투썸플레이스,,2025-07-27,15:29
